Día,Mes,Año,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Víctimas,Fuente,,,,,,
1,7,1982, Antioquia,Tarazá,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 21,,,,,,
1,7,1982,Cundinamarca,Yacopí,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 21,,,,,,
1,7,1982, Antioquia,Medellín,Cabecera Municipal,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 22,,,,,,
5,7,1982,Santander,Sucre,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 22,,,,,,
6,7,1982,Caldas,El Doncello,,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 22,,,,,,
9,7,1982, Antioquia,Segovia,,Fuerza Pública,Ejército Nacional,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 22,,,,,,
11,7,1982,Santander,Simacota,, Grupos Paramilitares, Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 22,,,,,,
13,7,1982,Boyacá,Puerto Boyacá,Cabecera Municipal,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 23,,,,,,
20,7,1982,Distrito Capital,Bogotá D.C.,,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 23,,,,,,
22,7,1982, Antioquia,Puerto Berrío,Cabecera Municipal,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 24,,,,,,
28,7,1982, Antioquia,Medellín,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 24,,,,,,
31,7,1982,Caquetá,El Paujil,Vereda La Sonora,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 25,,,,,,
2,8,1982,Boyacá,Puerto Boyacá,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 25,,,,,,
4,8,1982,Caldas,La Dorada,Cabecera Municipal, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 26,,,,,,
5,8,1982, Antioquia,Medellín,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 26,,,,,,
6,8,1982,Risaralda,Pereira,,Fuerza Pública,Policía Nacional,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 26,,,,,,
7,8,1982,Boyacá,Puerto Boyacá,Vereda El Marfil,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 26,,,,,,
9,8,1982,Córdoba,Cereté,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 27,,,,,,
9,8,1982,Cesar,Gamarra,,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 27,,,,,,
10,8,1982,Valle del Cauca,Cali,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 27,,,,,,
10,8,1982, Antioquia,Turbo,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 27,,,,,,
11,8,1982,Valle del Cauca,Cali,, Grupos Paramilitares, Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 27,,,,,,
12,8,1982,Valle del Cauca,Cali,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 27,,,,,,
16,8,1982,Santander,Cimitarra,Vereda Los Mangos, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
16,8,1982,Santander,Florián ,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
17,8,1982, Antioquia,Puerto Berrío,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
19,8,1982,Santander,Barrancabermeja,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
20,8,1982,Distrito Capital,Bogotá D.C.,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
20,8,1982,Valle del Cauca,Cali,, Grupos Paramilitares, Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
20,8,1982,Valle del Cauca,Cali,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
21,8,1982,Santander,Aguada,Vereda San Juan ,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
23,8,1982,Valle del Cauca,Cali,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 29,,,,,,
23,8,1982,Santander,San Vicente de Chucuri,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 29,,,,,,
23,8,1982, Antioquia,Medellín,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 29,,,,,,
23,8,1982,Chocó,Itsmina,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 28,,,,,,
25,8,1982,Distrito Capital,Bogotá D.C.,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 29,,,,,,
30,8,1982,Caldas,Samaná,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 29,,,,,,
30,8,1982,Boyacá,Ventaquemada,,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 29,,,,,,
30,8,1982, Antioquia,Sonsón,Vereda La Danta,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 30,,,,,,
1,9,1982,Huila ,Neiva,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 30,,,,,,
1,9,1982,Distrito Capital,Bogotá D.C.,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 30,,,,,,
1,9,1982,Boyacá,Puerto Boyacá,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 30,,,,,,
2,9,1982,Boyacá,Puerto Boyacá,Cabecera Municipal - Barrio El Serrucho, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 30,,,,,,
2,9,1982,Caquetá,El Paujil,Vereda La Paloma,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 30,,,,,,
6,9,1982,Valle del Cauca,Cali,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 30,,,,,,
8,9,1982,Santander,Bolívar,IP Guacamayo,Grupos Paramilitares,Grupos Paramilitares,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 31,,,,,,
8,9,1982,Valle del Cauca,Yumbo,,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 31,,,,,,
12,9,1982,Boyacá,Puerto Boyacá,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 31,,,,,,
12,9,1982,Boyacá,Puerto Boyacá,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 31,,,,,,
13,9,1982,Tolima ,Ibague,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 31,,,,,,
14,9,1982, Antioquia,Turbo,,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 31,,,,,,
14,9,1982,Cauca,Popayán,Vía Totoró,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 31,,,,,,
17,9,1982,Boyacá,Puerto Boyacá,Vereda Guanegro, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 32,,,,,,
17,9,1982, Antioquia,Puerto Berrío,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 32,,,,,,
20,9,1982,Santander,Cimitarra,,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 32,,,,,,
22,9,1982, Antioquia,Puerto Berrío,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 33,,,,,,
27,9,1982,Cesar,Valledupar,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 33,,,,,,
28,9,1982,Valle del Cauca,Argelia,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 33,,,,,,
28,9,1982,Cauca,Bolívar,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 34,,,,,,
28,9,1982,Valle del Cauca,Cartago,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 34,,,,,,
30,9,1982, Antioquia,Puerto Berrío,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 34,,,,,,
30,9,1982,Cundinamarca,Yacopí,, Grupos Paramilitares, Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 34,,,,,,
1,10,1982, Antioquia,Puerto Berrío,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 34,,,,,,
2,10,1982,Norte de Santander,Cúcuta,,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 34,,,,,,
4,10,1982, Antioquia,Medellín,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 34,,,,,,
5,10,1982,Meta,Puerto Gaitán,Carimagua,Fuerza Pública,Ejército Nacional,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
5,10,1982,Putumayo,Mocoa,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
6,10,1982, Antioquia,Puerto Berrío,Cabecera Municipal, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
6,10,1982,Tolima ,Mariquita,Zona Rural, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
6,10,1982,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
7,10,1982,Distrito Capital,Bogotá D.C.,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
8,10,1982,Cauca,San Francisco,,Fuerza Pública,Policía Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
8,10,1982,Santander,Sabana de Torres,,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
12,10,1982,Huila ,La Argentina,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 35,,,,,,
15,10,1982, Antioquia,Medellín,,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 36,,,,,,
17,10,1982,Santander,Cimitarra,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 36,,,,,,
22,10,1982, Antioquia,Sonsón,,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 36,,,,,,
22,10,1982,Valle del Cauca,Yumbo,,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 36,,,,,,
23,10,1982,Cauca,San Francisco,,Grupos Paramilitares,Grupos Paramilitares,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 36,,,,,,
24,10,1982,Santander,Cimitarra,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 36,,,,,,
24,10,1982,Tolima ,Icononzo,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 37,,,,,,
25,10,1982,Cauca,Toribío,,Grupos Paramilitares,Grupos Paramilitares,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 37,,,,,,
28,10,1982,Caquetá,Florencia,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 37,,,,,,
28,10,1982, Antioquia,Medellín,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 37,,,,,,
28,10,1982,Valle del Cauca,Cali,,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 37,,,,,,
30,10,1982, Antioquia,Puerto Triunfo,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 37,,,,,,
1,11,1982, Antioquia,Puerto Triunfo,,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 38,,,,,,
1,11,1982,Cauca,San Francisco,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 38,,,,,,
5,11,1982,Córdoba,Cerromatoso,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 38,,,,,,
7,11,1982, Antioquia,Campamento,,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 38,,,,,,
8,11,1982,Nariño,Túquerres,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 34,,,,,,
10,11,1982, Antioquia,Medellín,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 38,,,,,,
13,11,1982,Caquetá,Florencia,,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 39,,,,,,
15,11,1982,Caquetá,Florencia,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 39,,,,,,
19,11,1982,Santander,San Vicente de Chucuri,,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 39,,,,,,
21,11,1982,La Guajira,Maicao,,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 39,,,,,,
22,11,1982, Antioquia,Medellín,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 39,,,,,,
27,11,1982,Tolima ,Honda,,Fuerza Pública,Ejército Nacional,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 39,,,,,,
29,11,1982,Caquetá,Cartagena del Chairá,Caserio El Remanso,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 40,,,,,,
29,11,1982,Distrito Capital,Bogotá D.C.,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 39,,,,,,
2,12,1982,Valle del Cauca,Cali,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 41,,,,,,
5,12,1982,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 41,,,,,,
5,12,1982,Santander,Santa Elena del Opón,,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 41,,,,,,
8,12,1982,Distrito Capital,Bogotá D.C.,Cabecera Municipal,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 41,,,,,,
10,12,1982,Santander,Puerto Wilches,, Grupos Paramilitares, Grupos Paramilitares,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 41,,,,,,
11,12,1982,Santander,Barrancabermeja,, Grupos Paramilitares, Grupos Paramilitares,3,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 41,,,,,,
12,12,1982,Tolima ,Melgar,, Grupos Paramilitares, Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 41,,,,,,
15,12,1982,Distrito Capital,Bogotá D.C.,,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramilitar. Pág. 41,,,,,,
1,1,1983,Santander,Girón,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 43,,,,,,
3,1,1983, Antioquia,Medellín,,Fuerza Pública,Ejército Nacional,2,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 43,,,,,,
5,1,1983, Antioquia,Turbo,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 43,,,,,,
13,1,1983,Santander,Barrancabermeja,,Grupos Paramilitares,Grupos Paramilitares,3,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 44,,,,,,
14,1,1983, Antioquia,Medellín,Cabecera Municipal,Fuerza Pública,Ejército Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 44,,,,,,
14,1,1983, Antioquia,Puerto Berrío,,Grupos Paramilitares,Grupos Paramilitares,3,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 44,,,,,,
18,1,1983, Antioquia,Medellín,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 44,,,,,,
23,1,1983,Boyacá,Puerto Boyacá,,Fuerza Pública,Agentes Secretos,3,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 44,,,,,,
23,1,1983,Valle del Cauca,Cartago,,Desconocidos,Desconocidos,3,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 44,,,,,,
24,1,1983,Boyacá,Puerto Boyacá,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 44,,,,,,
25,1,1983,Santander,Cimitarra,,Grupos Paramilitares,Grupos Paramilitares,2,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 45,,,,,,
27,1,1983, Antioquia,Chigorodó,,Grupos Paramilitares,Grupos Paramilitares,3,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 45,,,,,,
27,1,1983, Antioquia,Puerto Berrío,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 45,,,,,,
28,1,1983,Cesar,Aguachica,,Fuerza Pública,Policía Nacional,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 45,,,,,,
31,1,1983,Caldas,Pensilvania,Vereda El Congal,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 45,,,,,,
1,2,1983,Santander,Barrancabermeja,,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 45,,,,,,
3,2,1983,Valle del Cauca,Cali,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Itinerario  de la Represión Oficial, Militar y Paramiliatar. 1983  Pp. 46,,,,,,
